FuelType,ElectricFuelConsumption,NetGeneration
Petroleum,"93,656","7,652"
Petroleum,"52,798","4,256"
Petroleum,0,0
Petroleum,"53,884","3,295"
Petroleum,"42,520","3,928"
Petroleum,"7,888",742
Petroleum,0,0
Petroleum,453,35
Petroleum,"10,374","1,038"
Petroleum,"2,013",275
Petroleum,0,0
Petroleum,"20,670","1,049"
Petroleum,0,0
Hydro,"41,538","4,203"
Hydro,"75,701","7,659"
Hydro,"217,418","21,997"
Hydro,"5,230,741","529,212"
Hydro,"387,423","39,197"
Hydro,"665,909","67,373"
Hydro,"256,912","25,993"
Petroleum,0,0
Other,"3,199,409","176,520"
Other,"1,641,451","101,837"
Other,"91,209","7,515"
Gas,"132,420","8,825"
Gas,"58,047","5,327"
Gas,"16,902",991
Gas,"1,526","134,930"
Gas,"3,543,960","318,780"
Gas,"71,472","6,523"
Gas,"196,329","10,528"
Gas,"53,070","5,480"
Gas,"3,052","123,866"
Gas,"2,715,545","210,506"
Gas,0,"-1,182"
Gas,"586,241","26,982"
Gas,"542,783","37,296"
Gas,"641,471","51,893"
Gas,"784,110","63,166"
Gas,0,0
Gas,"190,640","14,378"
Gas,"54,295","4,120"
Gas,"88,494","15,802"
Gas,"57,119","85,528"
Gas,"1,822,289","172,982"
Gas,"60,188","111,720"
Gas,"2,570,363","213,321"
Gas,"27,212","82,079"
Gas,"1,755,632","156,494"
Gas,"286,255","24,250"
Gas,"136,123","55,365"
Gas,"7,598",745
Gas,"4,499,768","370,771"
Gas,"879,314","74,718"
Gas,"62,792","5,444"
Gas,"464,387","29,653"
Gas,"6,561","1,114"
Gas,"232,291","19,613"
Gas,0,0
Gas,"155,985","20,719"
Gas,"26,749","3,201"
Gas,"150,451","32,219"
Gas,0,0
Gas,0,0
Gas,"315,858","46,863"
Nuclear,"43,469,550","4,142,464"
Nuclear,"37,758,374","3,597,613"
Nuclear,"48,804,314","4,653,348"
Gas,"890,018","14,665"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,"-1,182"
Other,"499,467","50,533"
Petroleum,"35,056","2,552"
Petroleum,0,0
Petroleum,"13,996","3,129"
Petroleum,0,0
Coal,"66,066,547","6,139,575"
Coal,"17,850","1,051"
Coal,"13,845,560","1,275,050"
Coal,"33,496,199","3,445,208"
Coal,0,"-1,182"
Coal,"159,501,161","15,309,497"
Coal,"12,225,830","1,056,430"
Coal,"462,553","35,099"
Coal,0,0
Coal,"21,183,960","1,688,129"
Coal,"7,018,974","813,542"
Other,"93,356","4,058"
Wind,"2,477,909","250,699"
Wind,"2,720,154","275,208"
Wind,"2,208,363","223,428"
Wind,"1,403,949","142,043"
Wind,"2,987,544","302,261"
Wind,"2,767,283","279,976"
Wind,"5,049,320","510,858"
Wind,"6,364,705","643,940"
Wind,"555,936","56,246"
Wind,"1,463,514","148,069"
Wind,"2,871,609","290,531"
Wind,"1,320,390","133,588"
Wind,"2,273,684","230,037"
Wind,"2,934,618","296,906"
Wind,"291,286","29,470"
Wind,"11,304,589","1,143,727"
Biomass,"203,674","18,790"
Biomass,"263,083","29,327"
Biomass,0,0
Biomass,"91,376","7,231"
Biomass,"19,080","1,510"
Coal,"1,845,943","171,038"
Coal,"5,300,882","490,432"
Coal,"978,394","52,918"
Coal,"16,667,571","1,614,463"
Coal,"555,305","41,704"
Coal,0,0
Coal,"677,890","97,174"
Coal,"7,747,541","577,209"
Coal,"1,068,601","116,236"
Petroleum,"6,681",611
Petroleum,"135,478","12,244"
Petroleum,"44,150",-930
Petroleum,0,0
Petroleum,403,-337
Petroleum,"3,296",-551
Petroleum,162,9
Petroleum,"116,879","11,326"
Petroleum,0,0
Petroleum,"25,786","2,440"
Petroleum,0,0
Petroleum,696,68
Petroleum,978,67
Petroleum,"56,165","5,539"
Petroleum,"129,394","12,677"
Petroleum,"176,598","1,826"
Petroleum,"2,271",158
Petroleum,"49,090","4,871"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"4,499",-53
Petroleum,0,-370
Petroleum,"4,247",-122
Petroleum,"22,265","2,134"
Petroleum,0,0
Petroleum,0,0
Petroleum,469,38
Petroleum,"4,464",454
Petroleum,0,-414
Petroleum,0,0
Petroleum,"8,507",309
Petroleum,"41,601","2,637"
Petroleum,"9,507",648
Petroleum,"10,609","1,193"
Petroleum,533,111
Hydro,"9,462,339","957,339"
Hydro,"6,739,879","681,898"
Hydro,"918,154","92,893"
Hydro,0,"105,270"
Hydro,0,"461,443"
Hydro,"1,804,795","182,598"
Petroleum,0,0
Coal,0,0
Gas,"95,339","49,418"
Gas,"1,606,340","138,962"
Gas,"83,940","4,517"
Gas,"93,639","8,942"
Gas,"24,931",-418
Gas,"1,364,770","69,699"
Gas,"4,760",328
Gas,"163,105","15,328"
Gas,"2,392",131
Gas,"5,179",516
Gas,"16,899","1,267"
Gas,"63,360","4,527"
Gas,"108,248","9,293"
Gas,"437,201","28,624"
Gas,"23,793","1,469"
Gas,"116,052","11,083"
Gas,"1,141,831","96,312"
Gas,0,0
Gas,0,"366,383"
Gas,"7,914,453","704,913"
Gas,"78,984","5,963"
Gas,"4,242,698","548,698"
Gas,"36,966","2,805"
Gas,"937,637","76,728"
Gas,"670,185","70,038"
Gas,"83,077","3,827"
Gas,"1,138",163
Gas,"347,768","326,531"
Gas,"6,394,366","541,317"
Gas,"412,569","25,108"
Gas,"574,192","49,236"
Gas,"2,148,343","167,172"
Gas,"37,634","3,155"
Gas,"67,285","5,018"
Gas,"67,401","9,589"
Gas,"263,923","47,270"
Gas,0,0
Gas,"1,035",82
Nuclear,"107,471,752","10,247,116"
Other,0,0
Petroleum,"325,715","30,195"
Petroleum,0,0
Gas,"70,648","6,532"
Petroleum,0,0
Coal,"12,191,718","1,132,184"
Coal,"40,906,028","3,973,097"
Coal,"35,469,556","3,199,348"
Coal,"25,586,086","2,372,313"
Coal,"6,291,754","343,771"
Coal,"177,798,006","17,226,242"
Coal,"57,161,882","5,347,183"
Coal,"42,879,315","4,143,604"
Coal,"14,074,420","1,209,420"
Coal,"73,256,316","7,241,272"
Coal,"75,109,215","7,367,123"
Coal,"38,823,982","3,823,551"
Coal,"80,743,163","8,012,317"
Coal,"12,268,552","1,181,479"
Coal,"18,534,060","1,804,664"
Coal,"3,657,520","309,472"
Other,"105,728","9,870"
Other,"119,457","10,983"
Other,"54,367","3,054"
Other,"24,499","3,515"
Wind,"770,251","77,929"
Wind,"1,120,451","113,360"
Wind,"1,072,543","108,513"
Wind,"1,878,474","190,052"
Wind,"85,608","8,661"
Biomass,"1,295,126","200,334"
Biomass,"1,165,874","180,914"
Biomass,"1,216,207","247,909"
Biomass,0,0
Biomass,0,0
Biomass,"493,195","100,471"
Biomass,"1,731,872","371,537"
Biomass,"741,880","159,155"
Biomass,"27,229","3,713"
Biomass,"723,619","98,665"
Biomass,"252,447","34,421"
Coal,"28,530,486","2,720,246"
Coal,"20,486,837","1,900,605"
Coal,"29,654,650","2,865,637"
Coal,0,0
Coal,"10,242","2,197"
Coal,"236,553","14,604"
Petroleum,0,0
Petroleum,"26,836","1,604"
Petroleum,0,0
Petroleum,"1,989",-4
Petroleum,0,0
Petroleum,0,0
Petroleum,"28,623","2,650"
Petroleum,"58,703","5,416"
Petroleum,"12,772","1,180"
Petroleum,"1,792","-1,301"
Petroleum,"19,232","4,126"
Petroleum,0,0
Petroleum,790,55
Petroleum,"107,563",339
Petroleum,0,0
Coal,"38,219,581","3,344,657"
Gas,"12,958,473","1,041,143"
Gas,"12,838",-57
Gas,"331,295","31,780"
Gas,"19,177,825","1,634,124"
Gas,0,-649
Gas,"1,207,337","72,417"
Gas,"213,646","15,967"
Gas,"2,373,397","191,071"
Gas,0,"2,112,967"
Gas,"40,774,146","3,622,923"
Gas,"438,556","34,583"
Gas,"1,402,011","113,678"
Gas,"3,070,746","253,655"
Gas,0,0
Gas,0,0
Gas,"155,331","24,037"
Gas,"421,899","85,934"
Gas,"64,542","13,846"
Gas,"94,669","746,376"
Gas,"18,335,801","1,419,142"
Gas,"39,568","3,452"
Gas,"1,242,149","1,297,409"
Gas,"23,735,987","2,330,385"
Gas,0,"231,878"
Gas,"4,836,966","396,570"
Gas,0,"599,780"
Gas,"12,071,772","1,021,243"
Gas,"969,976","1,177,716"
Gas,"23,944,967","2,115,657"
Gas,"111,736","10,270"
Gas,"936,011","416,060"
Gas,"8,064,640","656,957"
Gas,0,"433,529"
Gas,"9,074,597","845,331"
Gas,0,"21,142"
Gas,"578,691","39,476"
Gas,0,0
Gas,0,0
Gas,0,0
Gas,"965,042","88,401"
Gas,"10,469",420
Gas,"282,754","25,954"
Gas,0,0
Gas,"59,700","11,836"
Gas,"1,216,390","191,363"
Gas,"74,868","10,208"
Nuclear,"115,352,424","10,998,515"
Gas,"175,770","37,188"
Other,0,0
Other,0,0
Other,0,0
Gas,"35,599","5,539"
Petroleum,0,-490
Petroleum,0,-649
Petroleum,"74,989","4,102"
Petroleum,0,0
Petroleum,0,0
Coal,0,0
Coal,"22,179,105","2,122,851"
Other,0,0
Other,"38,181","5,206"
Biomass,"282,181","59,995"
Biomass,"190,162","40,431"
Petroleum,"59,826","5,486"
Petroleum,"13,564","1,226"
Petroleum,"24,248","1,570"
Petroleum,0,0
Petroleum,"6,414",575
Petroleum,0,0
Hydro,"9,818,616","993,385"
Hydro,"3,036,029","307,166"
Hydro,"4,363,054","441,426"
Hydro,"4,764,522","482,044"
Hydro,"16,538,412","1,673,251"
Hydro,"7,336,735","742,284"
Hydro,"8,880,933","898,516"
Hydro,"15,560,944","1,574,357"
Hydro,"8,987,255","909,273"
Hydro,"11,072,025","1,120,197"
Coal,"3,838,467","317,351"
Gas,"45,509","4,274"
Gas,"11,154",866
Gas,"387,879","47,851"
Gas,"232,954","12,058"
Gas,"11,431",752
Gas,"49,191","10,458"
Gas,"16,659","1,500"
Gas,"60,854","4,041"
Petroleum,"5,240,548","476,609"
Petroleum,"2,835",207
Petroleum,0,0
Coal,"142,328,276","13,145,475"
Coal,566,72
Coal,"15,951,569","1,459,427"
Coal,"2,675,773","242,245"
Other,"786,214","79,544"
Other,"304,070","30,764"
Wind,"4,327,956","437,875"
Wind,"2,461,896","249,079"
Wind,"426,830","43,184"
Wind,"549,674","55,612"
Wind,"247,739","25,065"
Petroleum,"44,149","4,017"
Biomass,"28,517","2,216"
Biomass,"2,273,564","197,093"
Biomass,"49,565","2,944"
Biomass,"5,136,849","291,233"
Biomass,"1,880,126","313,355"
Biomass,"1,542,750","257,125"
Biomass,"1,656,007","286,914"
Biomass,"19,965","3,459"
Biomass,"320,041","55,449"
Biomass,"843,015","64,504"
Biomass,"141,363","19,092"
Biomass,"197,280","14,580"
Biomass,"95,697","14,199"
Biomass,"353,352","28,693"
Biomass,"1,605,869","306,146"
Biomass,"824,185","162,956"
Coal,"23,514,159","2,145,494"
Coal,"18,377,394","1,741,232"
Coal,"20,006,223","1,868,610"
Coal,"153,380,921","15,003,120"
Coal,"27,094,242","2,407,038"
Coal,"3,450,424","275,870"
Coal,"37,055,362","3,647,923"
Coal,"4,741,142","413,555"
Coal,"32,509,479","3,261,242"
Coal,"2,018,441","171,916"
Coal,"118,538,671","12,668,697"
Coal,0,0
Coal,"5,322,309","485,075"
Coal,"43,383,793","4,035,860"
Coal,"136,676,141","14,639,962"
Coal,0,0
Coal,"201,914","33,652"
Coal,"418,012","49,727"
Coal,"3,217",558
Coal,"27,354,207","2,844,507"
Coal,"813,561","159,940"
Petroleum,0,-803
Petroleum,863,-157
Petroleum,554,-159
Petroleum,"393,241","31,855"
Petroleum,"40,053","3,654"
Petroleum,0,0
Petroleum,"7,086","-1,782"
Petroleum,"25,457","2,426"
Petroleum,"5,741",-137
Petroleum,"97,723","9,102"
Petroleum,"224,461","21,757"
Petroleum,"11,446",-230
Petroleum,"151,758","13,481"
Petroleum,"29,659",529
Petroleum,"24,575","1,700"
Petroleum,"157,631","15,156"
Petroleum,"53,899","4,524"
Petroleum,"82,663","8,098"
Petroleum,"3,457",-193
Petroleum,"29,583",-157
Petroleum,"197,171","21,074"
Petroleum,519,-426
Petroleum,"71,476","3,641"
Petroleum,"253,763","23,376"
Petroleum,"30,276","-2,605"
Petroleum,"308,867","24,451"
Petroleum,"30,641","3,984"
Petroleum,0,126
Petroleum,"3,490",259
Petroleum,"1,763",-20
Petroleum,"227,852","24,367"
Petroleum,"24,782","4,130"
Petroleum,0,0
Petroleum,"31,754","2,436"
Petroleum,"65,165","5,939"
Petroleum,"62,779","6,161"
Petroleum,0,0
Petroleum,"19,832","2,132"
Petroleum,"18,386",632
Petroleum,"25,966","2,971"
Petroleum,0,0
Petroleum,"20,372","2,741"
Petroleum,"11,951","1,325"
Petroleum,"1,071",70
Petroleum,"2,951",322
Petroleum,"4,849",854
Petroleum,"10,176",998
Hydro,"1,893,745","191,597"
Hydro,"3,224,271","326,176"
Hydro,"1,602,710","162,152"
Hydro,"3,109,447","314,594"
Hydro,"3,184,862","322,224"
Hydro,"10,068,475","1,018,664"
Hydro,"2,381,442","238,606"
Hydro,0,"43,077"
Hydro,"98,830","9,999"
Hydro,"5,089,459","514,919"
Hydro,"4,882,349","493,965"
Hydro,"12,787,780","1,293,786"
Hydro,"271,157","27,434"
Hydro,"34,555","3,496"
Hydro,"38,478","3,893"
Other,"168,400","14,370"
Gas,0,900
Gas,"199,738","11,739"
Gas,"1,063",-131
Gas,"135,816","9,415"
Gas,0,0
Gas,0,0
Gas,0,0
Gas,0,-377
Gas,"1,240",-186
Gas,"2,545",-562
Gas,"165,526","7,873"
Gas,"4,318,972","390,495"
Gas,"24,304,840","3,121,406"
Gas,0,"301,291"
Gas,"5,688,580","498,378"
Gas,"1,060,917","97,926"
Gas,"11,796","1,173"
Gas,"31,440","5,447"
Gas,"1,315,113","113,757"
Gas,"1,459,619","134,443"
Gas,"265,929","22,676"
Gas,0,0
Gas,"1,845,637","198,703"
Gas,"9,167",718
Gas,"71,953","11,081"
Gas,0,0
Nuclear,"84,141,731","8,022,667"
Nuclear,"67,230,146","6,407,140"
Nuclear,"77,644,355","7,403,161"
Nuclear,"104,870,330","9,999,078"
Nuclear,"94,556,295","9,015,665"
Other,0,0
Petroleum,"29,036","4,839"
Petroleum,"119,667","20,733"
Petroleum,0,0
Petroleum,"132,805","24,807"
Solar,"22,948","2,322"
Other,"806,633","76,627"
Petroleum,0,0
Biomass,"38,781","8,453"
Petroleum,"55,681","4,932"
Petroleum,"220,642","20,193"
Petroleum,0,0
Petroleum,"41,178","3,729"
Petroleum,"46,460","4,153"
Petroleum,"66,174","5,768"
Petroleum,"34,623","1,839"
Petroleum,"1,314",126
Petroleum,"3,524",359
Petroleum,"3,441",303
Hydro,"14,581,382","1,475,251"
Coal,"44,889,536","3,984,334"
Coal,"54,828,265","4,998,314"
Coal,"99,998,275","9,130,253"
Coal,"77,735,209","6,938,094"
Coal,"28,002,635","2,496,600"
Coal,"7,046,655","582,977"
Gas,"4,767",470
Gas,"3,558",287
Gas,0,0
Other,0,0
Petroleum,"17,335","3,955"
Coal,"2,334,750","208,164"
Coal,"14,313,964","1,372,054"
Coal,"1,483,499","102,169"
Other,"11,099",838
Wind,"1,885,109","190,723"
Wind,"1,784,230","180,517"
Wind,"7,028",711
Wind,"6,365,594","644,030"
Wind,"1,471,505","148,878"
Wind,"4,831,280","488,798"
Wind,"554,285","56,079"
Wind,"1,538,495","155,655"
Wind,"1,525,537","154,344"
Wind,"63,163","6,391"
Wind,"7,216,938","730,163"
Petroleum,"11,920","2,719"
Biomass,"536,745","45,045"
Biomass,"14,935","3,134"
Biomass,"68,890","11,985"
Coal,0,0
Coal,0,0
Petroleum,0,0
Petroleum,0,-72
Petroleum,529,-33
Petroleum,"5,607",312
Petroleum,"5,679",401
Petroleum,0,0
Petroleum,"7,588",-381
Petroleum,"2,824",135
Petroleum,0,0
Petroleum,0,0
Petroleum,"166,906","16,793"
Petroleum,"30,366","2,077"
Petroleum,564,50
Petroleum,0,4
Petroleum,"1,211",101
Petroleum,584,72
Petroleum,"30,196","2,172"
Petroleum,"29,451","2,576"
Petroleum,"3,102",296
Hydro,"3,967,780","401,434"
Gas,"140,911","10,351"
Gas,896,-24
Gas,"82,459","5,997"
Gas,"31,658",435
Gas,"93,441","4,120"
Gas,"37,811","3,279"
Gas,"246,959","22,637"
Gas,"413,473","29,499"
Gas,"180,440","17,587"
Gas,"59,393","4,294"
Gas,25,"6,235"
Gas,"516,556","48,488"
Gas,0,"55,947"
Gas,"1,261,064","90,284"
Gas,"192,093","13,440"
Gas,"23,938","2,309"
Gas,"91,986","8,956"
Gas,"107,581","7,142"
Gas,"5,760","1,209"
Gas,"1,612",281
Nuclear,"38,830,172","3,700,563"
Nuclear,"60,144,266","5,734,579"
Petroleum,"5,364",396
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Coal,"4,869,088","334,362"
Coal,"17,483,806","1,519,672"
Coal,"32,860,030","3,016,315"
Coal,"102,190,553","9,983,411"
Coal,"73,147,359","7,396,182"
Coal,"12,407,410","1,177,584"
Coal,0,0
Wind,"1,850,185","187,190"
Wind,"701,774","71,001"
Wind,"301,362","30,490"
Wind,0,0
Petroleum,0,0
Biomass,"4,605,423","317,511"
Biomass,"744,437","49,260"
Biomass,"566,562","40,885"
Biomass,"1,511,742","79,742"
Biomass,"7,592,458","601,837"
Biomass,"1,816",388
Coal,"26,618,596","2,410,046"
Coal,"6,225,230","475,622"
Petroleum,"5,789",533
Petroleum,0,0
Petroleum,"67,118","4,670"
Petroleum,0,0
Petroleum,0,"2,774"
Petroleum,"53,936","4,175"
Petroleum,"5,863",359
Petroleum,"3,790",261
Petroleum,"22,329","2,914"
Petroleum,0,0
Petroleum,0,0
Petroleum,"3,671",812
Hydro,"3,857,713","390,299"
Hydro,"3,106,500","314,296"
Hydro,"1,016,016","102,794"
Hydro,"507,731","51,369"
Hydro,"532,590","53,884"
Hydro,"1,295,704","131,091"
Hydro,"691,220","69,933"
Hydro,"4,526,225","457,935"
Hydro,"88,515","8,955"
Hydro,"3,676",372
Petroleum,"7,581",380
Petroleum,"5,411",298
Petroleum,0,0
Other,"1,163,898","59,854"
Gas,"16,709","1,273"
Gas,"500,121","33,525"
Gas,0,"1,360,754"
Gas,"28,223,213","2,551,317"
Gas,"95,059","534,875"
Gas,"10,587,088","836,253"
Gas,"188,116","34,731"
Gas,0,0
Gas,0,0
Nuclear,"92,469,267","8,816,673"
Petroleum,"113,071","8,459"
Petroleum,"1,678,600","134,213"
Petroleum,0,0
Petroleum,"52,544","11,964"
Petroleum,0,0
Petroleum,25,5
Wind,"281,355","28,466"
Biomass,"3,108,511","270,770"
Biomass,"2,893,430","168,212"
Biomass,"913,400","72,018"
Biomass,"1,527,869","145,785"
Biomass,"714,127","36,331"
Biomass,"2,676,546","156,940"
Biomass,0,0
Biomass,"52,201","4,452"
Biomass,"706,073","57,828"
Biomass,"5,892","1,345"
Biomass,"4,054",849
Coal,"4,531,577","406,396"
Coal,0,0
Coal,"14,599,257","1,332,199"
Coal,0,0
Coal,"10,183,538","993,360"
Coal,"9,615,637","963,708"
Coal,"572,731","38,454"
Coal,"2,864,991","268,597"
Petroleum,"2,312",202
Petroleum,"40,508","3,490"
Petroleum,"38,332","1,353"
Petroleum,"60,921","4,091"
Petroleum,0,0
Petroleum,0,0
Petroleum,"7,015",71
Petroleum,0,0
Petroleum,0,0
Petroleum,"52,498","5,059"
Petroleum,"35,597","3,543"
Petroleum,0,0
Petroleum,0,738
Petroleum,"22,016","2,503"
Petroleum,0,0
Petroleum,"74,526","4,685"
Petroleum,"4,765",343
Petroleum,"132,543","9,293"
Petroleum,"1,187",112
Petroleum,0,0
Petroleum,"112,057","11,304"
Petroleum,0,0
Petroleum,"3,571",625
Petroleum,"5,299",795
Petroleum,614,140
Petroleum,"2,798",273
Petroleum,0,0
Petroleum,949,200
Petroleum,"1,082",227
Hydro,0,0
Hydro,"366,868","37,117"
Petroleum,0,"10,468"
Petroleum,"254,290","20,556"
Petroleum,"60,822","5,974"
Petroleum,"26,930","1,754"
Petroleum,"58,907","4,118"
Petroleum,0,0
Petroleum,"15,372","1,435"
Petroleum,0,"21,062"
Petroleum,"492,452","42,531"
Petroleum,"76,429","6,196"
Petroleum,"5,494",-302
Petroleum,0,0
Petroleum,"2,632",-478
Petroleum,0,0
Petroleum,0,0
Petroleum,689,54
Petroleum,"179,486","12,852"
Petroleum,0,0
Petroleum,"1,580",190
Petroleum,8,1
Other,"2,442,384","212,746"
Other,"2,273,433","132,168"
Other,"2,093,817","123,670"
Other,"551,605","45,177"
Gas,"15,442",420
Gas,0,"-6,452"
Gas,"86,648","5,847"
Gas,"43,624","1,953"
Gas,"168,917","1,702,611"
Gas,"39,673,768","3,213,688"
Gas,"1,103",-37
Gas,"671,020","65,595"
Gas,"643,313","41,476"
Gas,"1,400,943","93,212"
Gas,"1,338,604","114,086"
Gas,"814,827","75,241"
Gas,"606,940","1,404,521"
Gas,"29,785,227","2,591,010"
Gas,"691,519","54,080"
Gas,"1,074,484","93,776"
Gas,"393,147","12,911"
Gas,0,"242,730"
Gas,"7,699,460","656,608"
Gas,"2,057,020","1,175,697"
Gas,"30,580,062","3,624,035"
Gas,"2,070","30,020"
Gas,"2,092,415","217,169"
Gas,"7,020",463
Gas,"156,445","14,813"
Gas,0,0
Gas,"528,026","72,602"
Gas,0,"1,322,203"
Gas,"27,451,048","2,409,029"
Gas,"547,802","48,790"
Gas,"35,187","20,351"
Gas,"1,075,646","85,433"
Gas,"965,321","89,494"
Gas,"61,001","5,780"
Gas,"60,798","7,994"
Gas,"96,544","54,101"
Gas,"5,675,522","762,037"
Gas,0,0
Gas,"149,672","18,354"
Gas,"522,647","84,324"
Gas,"2,991",709
Gas,0,0
Gas,"2,541,147","239,800"
Gas,"1,110,050","202,946"
Gas,"23,876","4,220"
Gas,"198,495","41,560"
Nuclear,"52,213,471","4,978,401"
Nuclear,"107,205,787","10,221,757"
Nuclear,"98,875,620","9,427,500"
Nuclear,"101,736,706","9,700,296"
Gas,"961,875","94,030"
Gas,"663,327","48,333"
Other,0,0
Other,0,0
Petroleum,"168,077","15,236"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"281,489","17,914"
Petroleum,0,0
Petroleum,"44,024","3,167"
Petroleum,0,0
Petroleum,0,0
Solar,"24,095","2,438"
Coal,"457,597","41,282"
Coal,"14,459,330","1,301,451"
Wind,"189,279","19,150"
Petroleum,"161,133","25,225"
Petroleum,"467,071","67,338"
Biomass,"123,952","17,433"
Coal,"26,332,166","2,615,066"
Coal,0,0
Coal,0,0
Petroleum,0,0
Petroleum,"407,620","37,152"
Petroleum,0,0
Petroleum,"66,183","5,914"
Petroleum,0,0
Petroleum,"5,053",380
Petroleum,"1,042",34
Hydro,"2,973,827","300,873"
Gas,"50,254","4,586"
Gas,"343,014","34,160"
Gas,"5,490,942","471,169"
Gas,"288,725","19,533"
Gas,"4,151,599","386,791"
Gas,"806,288","56,515"
Gas,"863,356","71,311"
Gas,"9,100,264","813,602"
Gas,0,0
Gas,"5,125,978","668,662"
Gas,0,"618,037"
Gas,"11,780,027","1,028,132"
Gas,"493,341","38,701"
Gas,"500,569","1,158,517"
Gas,"24,088,149","2,133,273"
Gas,"609,409","133,344"
Gas,"3,691,590","350,157"
Gas,"755,059","75,707"
Gas,"9,169","1,253"
Gas,0,0
Gas,"279,821","31,524"
Gas,"2,093,810","428,996"
Gas,"52,318","7,358"
Gas,"508,499","49,952"
Gas,0,0
Gas,"1,640,604","176,213"
Gas,"10,705",580
Gas,0,0
Gas,"6,206","1,437"
Coal,"20,207,471","1,831,276"
Coal,"130,593,711","12,990,275"
Coal,"127,566,587","11,648,081"
Other,"43,203","4,371"
Wind,"5,271,030","533,289"
Wind,"2,367,840","239,563"
Wind,"3,978,283","402,497"
Wind,"2,638,654","266,962"
Wind,"1,002,277","101,404"
Wind,0,0
Biomass,"9,867",890
Coal,0,0
Coal,0,0
Coal,"31,092,951","2,802,412"
Coal,0,"-5,278"
Coal,"18,202,387","1,715,235"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"103,716","9,576"
Petroleum,0,225
Petroleum,"7,525",579
Petroleum,0,0
Petroleum,"70,203","6,860"
Petroleum,0,0
Petroleum,"6,135",487
Petroleum,0,0
Geothermal,"8,985,861","427,552"
Geothermal,"1,239,792","58,990"
Geothermal,"1,769,591","84,198"
Geothermal,"3,861,580","183,736"
Geothermal,"784,817","37,342"
Geothermal,"13,109,690","623,766"
Geothermal,"4,226,368","201,093"
Hydro,"23,787,773","2,406,695"
Hydro,"188,515","19,073"
Hydro,"203,580","20,597"
Gas,0,"270,118"
Gas,"6,448,275","499,525"
Gas,"2,979,627","284,831"
Gas,"3,489,554","313,087"
Gas,"1,001,487","1,244,229"
Gas,"25,765,966","2,249,900"
Gas,"355,373","23,022"
Gas,"982,462","79,345"
Gas,0,"-5,278"
Gas,"28,765","132,566"
Gas,"4,653,120","369,063"
Gas,"162,709","13,068"
Gas,"168,601","1,191,025"
Gas,"23,857,254","2,084,760"
Gas,"1,670,877","2,497,746"
Gas,"47,540,639","4,426,660"
Gas,0,0
Gas,"3,774,831","928,871"
Gas,"15,778,500","1,684,284"
Gas,"577,495","1,085,157"
Gas,"22,337,868","1,941,899"
Gas,"463,580","852,800"
Gas,"17,456,111","1,508,608"
Gas,0,"114,840"
Gas,"4,081,453","360,884"
Gas,"34,553","2,426"
Gas,"573,548","59,486"
Gas,"473,511","43,293"
Gas,"1,642,074","362,247"
Gas,"8,997,046","1,136,954"
Gas,"2,887,493","322,198"
Gas,"21,929","2,385"
Gas,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Solar,"1,192,485","120,648"
Solar,"298,600","30,210"
Solar,0,0
Coal,"2,394,419","219,063"
Coal,"17,387,367","1,645,455"
Coal,"11,341,404","1,130,357"
Biomass,"386,822","73,801"
Biomass,"257,930","49,210"
Biomass,"5,405,640","309,768"
Biomass,"1,375,293","86,363"
Biomass,"851,948","111,631"
Biomass,"61,419","7,898"
Biomass,"4,074,365","230,552"
Biomass,"571,984","116,770"
Biomass,"163,055","46,145"
Biomass,0,0
Biomass,"5,105,721","456,360"
Biomass,"5,093,725","290,996"
Biomass,"534,101","33,891"
Biomass,"1,704,494","132,649"
Biomass,"2,140,524","130,094"
Biomass,"23,110","4,935"
Coal,"21,220,425","2,026,757"
Coal,"16,585,197","1,600,143"
Coal,0,0
Coal,0,0
Coal,"27,087,495","2,807,279"
Coal,"1,860,046","318,908"
Coal,"652,602","47,191"
Coal,0,0
Coal,"46,817","9,982"
Coal,0,0
Coal,0,0
Coal,"7,855,134","705,342"
Coal,"5,180,068","552,957"
Petroleum,653,65
Petroleum,0,0
Petroleum,"128,481","7,617"
Petroleum,"344,836","21,727"
Petroleum,0,0
Petroleum,"148,757","9,375"
Petroleum,"20,809",843
Petroleum,"1,823",-60
Petroleum,"2,174",82
Petroleum,"26,157","2,825"
Petroleum,"59,578","5,826"
Petroleum,"70,494","6,496"
Petroleum,0,0
Petroleum,0,0
Petroleum,"163,319","16,712"
Petroleum,"569,826","44,597"
Petroleum,0,0
Petroleum,"701,790","46,156"
Petroleum,"3,344",577
Petroleum,"3,875",274
Petroleum,0,443
Petroleum,"20,281","1,647"
Petroleum,"65,756","3,731"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"1,248",266
Petroleum,0,0
Petroleum,"41,183","4,451"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,-145
Petroleum,"154,710","16,388"
Petroleum,"17,902","2,649"
Petroleum,0,0
Petroleum,0,"10,113"
