FuelType,ElectricFuelConsumption,NetGeneration
Petroleum,"45,975","3,657"
Petroleum,"8,301",494
Petroleum,"310,546","26,793"
Petroleum,0,"7,999"
Petroleum,"238,388","19,028"
Petroleum,"1,483,113","116,395"
Petroleum,"234,232","38,973"
Petroleum,"5,213",531
Petroleum,"1,203",103
Petroleum,"13,244",992
Petroleum,"12,615","1,029"
Petroleum,"5,427",658
Petroleum,"56,649","4,522"
Petroleum,"9,283",121
Petroleum,0,0
Petroleum,0,0
Gas,0,0
Gas,"150,938","12,086"
Gas,0,"229,615"
Gas,"10,725,377","1,043,844"
Gas,"103,540","7,128"
Gas,"286,912","46,530"
Gas,"158,379","15,171"
Gas,"16,070","2,258"
Gas,"126,998","13,923"
Gas,"222,064","70,575"
Gas,"10,370",0
Gas,"167,702","4,609"
Gas,"1,830,532","146,900"
Gas,"479,881","80,237"
Gas,"467,613","9,936"
Gas,"629,129","3,962"
Other,"35,147","5,877"
Other,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"465,100","40,200"
Petroleum,0,0
Petroleum,"40,250","3,527"
Petroleum,"22,418","3,752"
Coal,"228,736","20,255"
Biomass,"861,200","84,404"
Biomass,"4,522,321","159,320"
Biomass,0,0
Biomass,"494,579","99,778"
Biomass,"388,350","78,348"
Biomass,"1,189,243","199,161"
Biomass,"365,430","61,198"
Biomass,"7,769",830
Biomass,"3,454,749","207,813"
Biomass,"1,329,398","262,194"
Biomass,0,0
Biomass,"522,292","103,010"
Biomass,"3,746,675","185,234"
Biomass,"4,575,766","227,619"
Biomass,"4,730,097","246,085"
Biomass,"219,368","8,197"
Biomass,"4,472,411","154,496"
Biomass,"1,661,597","187,079"
Biomass,"1,253,049","143,666"
Biomass,"6,456",547
Biomass,0,0
Biomass,"1,052,451","66,239"
Biomass,"658,153","53,011"
Biomass,0,0
Biomass,"10,006,595","569,666"
Biomass,"869,073","30,405"
Biomass,"506,624","42,605"
Biomass,0,0
Biomass,"1,126,638","209,442"
Biomass,"3,128,510","605,724"
Biomass,"1,321,104","251,692"
Coal,"70,544,745","7,065,540"
Coal,"83,162,659","8,487,001"
Coal,"59,903,173","5,882,973"
Coal,"112,355,947","11,089,603"
Coal,"36,285,001","3,249,037"
Coal,"15,216,506","1,444,204"
Coal,"87,593,751","8,273,355"
Coal,"14,114,301","1,286,125"
Coal,"2,821,584","287,851"
Coal,"13,607,491","1,276,149"
Coal,"13,767,965","1,288,468"
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,"14,839,048","1,591,022"
Coal,"273,161","53,875"
Coal,"13,706,155","1,469,257"
Coal,"5,433,500","461,279"
Coal,"6,436,375","650,306"
Coal,"964,799","196,267"
Petroleum,"322,313","31,871"
Petroleum,"98,371","9,968"
Petroleum,0,0
Petroleum,0,0
Petroleum,"2,230",318
Petroleum,"119,848","7,216"
Petroleum,0,0
Petroleum,776,104
Petroleum,"97,651","5,571"
Petroleum,"3,776",187
Petroleum,"4,474",631
Petroleum,0,0
Petroleum,"613,983","43,812"
Petroleum,"490,496","48,221"
Petroleum,0,"2,321"
Petroleum,"92,674","8,836"
Petroleum,"390,989","24,486"
Petroleum,302,27
Petroleum,"76,677","5,255"
Petroleum,"4,223",343
Petroleum,"20,690","1,844"
Petroleum,"6,829",103
Petroleum,"29,275","2,760"
Petroleum,"24,944","1,432"
Petroleum,"387,508","36,587"
Petroleum,"12,154",838
Petroleum,"2,713",229
Petroleum,0,11
Petroleum,898,39
Petroleum,696,5
Petroleum,"113,413","8,268"
Petroleum,"133,849","5,426"
Petroleum,0,0
Petroleum,0,0
Petroleum,23,1
Petroleum,77,5
Petroleum,"7,934",502
Petroleum,0,"1,601"
Petroleum,"51,617","3,792"
Petroleum,"1,460",115
Petroleum,0,33
Petroleum,693,58
Petroleum,437,-103
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"2,056",291
Petroleum,"508,635","36,602"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,"21,040"
Petroleum,"285,730","28,304"
Petroleum,"54,062","4,341"
Petroleum,0,17
Petroleum,370,35
Petroleum,0,250
Petroleum,"5,413",461
Petroleum,"74,086","6,691"
Petroleum,0,0
Petroleum,0,0
Petroleum,52,-86
Petroleum,"37,581","3,090"
Petroleum,"684,296","53,391"
Petroleum,0,0
Petroleum,"6,281","1,267"
Petroleum,"36,461","3,807"
Petroleum,"10,963","2,162"
Petroleum,0,501
Petroleum,"15,448","1,044"
Petroleum,"27,732","2,352"
Petroleum,"23,568","2,684"
Petroleum,"5,823",579
Petroleum,"121,087","10,738"
Petroleum,"3,906",200
Petroleum,"1,218",114
Petroleum,"104,181","8,742"
Petroleum,"86,656","7,631"
Petroleum,0,"1,548"
Petroleum,"31,982","3,025"
Petroleum,0,0
Petroleum,"29,632","3,844"
Petroleum,0,0
Petroleum,"24,417","1,980"
Petroleum,"598,882","40,265"
Petroleum,"115,029","11,394"
Petroleum,"1,050",82
Petroleum,48,3
Petroleum,0,0
Petroleum,447,54
Petroleum,823,78
Petroleum,"16,396","1,657"
Petroleum,0,0
Petroleum,0,0
Petroleum,"10,327","1,920"
Hydro,"2,416,887","244,526"
Petroleum,0,0
Petroleum,0,0
Other,"3,553,353","125,184"
Other,"2,714,542","163,287"
Other,"2,943,807","145,542"
Other,"3,595,385","178,851"
Other,"3,716,628","193,359"
Other,"7,804,253","445,904"
Gas,"114,939","11,759"
Gas,"13,361,486","1,218,425"
Gas,0,"-1,212"
Gas,0,0
Gas,"56,909,637","7,706,747"
Gas,0,0
Gas,"41,305,144","5,030,986"
Gas,"705,219","40,352"
Gas,"40,273","1,721"
Gas,"14,747,950","1,264,194"
Gas,"178,896","13,489"
Gas,0,0
Gas,"80,787,155","10,979,570"
Gas,0,"-2,669"
Gas,0,0
Gas,"48,621,918","6,853,486"
Gas,0,0
Gas,"3,538,084","282,557"
Gas,0,"1,024,126"
Gas,"27,587,226","2,536,970"
Gas,"3,284,574","311,713"
Gas,"3,333",292
Gas,"926,971","64,920"
Gas,"2,745,652","224,843"
Gas,"646,781","57,360"
Gas,"1,117,030","1,392,828"
Gas,"25,368,786","2,343,051"
Gas,"169,616","13,138"
Gas,"163,062","10,794"
Gas,"1,789,782","156,996"
Gas,0,"59,838"
Gas,"2,235,977","177,641"
Gas,"11,252",59
Gas,"7,424",127
Gas,"1,080,818","90,668"
Gas,"8,268,079","803,570"
Gas,0,"448,822"
Gas,"9,787,455","864,000"
Gas,"11,465","29,639"
Gas,"601,980","48,975"
Gas,"362,557","22,863"
Gas,"346,713","413,003"
Gas,"9,011,481","768,432"
Gas,"419,989","35,483"
Gas,"1,336,014","103,720"
Gas,0,"415,192"
Gas,"9,772,013","813,952"
Gas,"5,579",-141
Gas,"309,595","20,004"
Gas,0,0
Gas,"50,301,470","7,246,791"
Gas,"18,844,955","1,692,675"
Gas,0,0
Gas,"81,446,237","11,293,039"
Gas,"32,692,686","3,207,372"
Gas,"1,692,737","121,968"
Gas,0,0
Gas,"12,484,305","1,239,443"
Gas,0,0
Gas,"8,230,610","670,399"
Gas,"2,665,118","196,428"
Gas,"2,350,938","191,622"
Gas,0,"3,716,358"
Gas,"81,043,602","7,545,333"
Gas,0,"872,550"
Gas,"19,112,189","1,645,137"
Gas,"4,281,534","375,915"
Gas,0,"374,213"
Gas,"7,955,928","694,967"
Gas,"123,321","544,337"
Gas,"11,661,866","1,034,148"
Gas,"373,163","30,818"
Gas,0,0
Gas,"62,529,764","8,454,139"
Gas,0,0
Gas,"10,023,877","788,656"
Gas,"8,411,583","646,505"
Gas,0,0
Gas,"1,706,133","301,047"
Gas,"168,282","31,656"
Gas,"394,035","65,989"
Gas,"13,055",787
Gas,"103,711","20,455"
Gas,0,"260,723"
Gas,"6,345,654","470,008"
Gas,"115,782","10,796"
Gas,"216,148","22,598"
Gas,"49,111","5,463"
Gas,"3,346,219","291,843"
Gas,0,"56,070"
Gas,"1,344,455","112,571"
Gas,"5,735,664","511,528"
Gas,"2,087,393","146,519"
Gas,"519,358","949,881"
Gas,"17,520,900","1,528,408"
Gas,"10,741,754","999,149"
Gas,"909,778","80,326"
Gas,"1,936",144
Gas,"2,804,718","857,496"
Gas,"13,460,057","1,368,812"
Gas,"397,963","618,117"
Gas,"11,146,993","976,762"
Gas,0,0
Gas,"25,225,203","3,248,611"
Gas,"11,345","65,227"
Gas,"15,548,001","1,907,059"
Gas,"4,374,715","424,755"
Gas,"179,520","17,911"
Gas,"418,037","37,950"
Gas,"301,984","31,726"
Gas,"5,359",263
Gas,"157,692","167,521"
Gas,"5,368,973","673,227"
Gas,"15,216,283","1,822,664"
Gas,0,0
Gas,"15,764","2,242"
Gas,"107,414","22,478"
Gas,"30,460","3,798"
Gas,0,0
Gas,"2,319,930","256,804"
Gas,0,0
Gas,"790,708","122,420"
Nuclear,"55,054,609","5,244,189"
Nuclear,"57,005,993","5,431,193"
Nuclear,"56,506,586","5,387,737"
Nuclear,"77,288,275","7,369,210"
Nuclear,"61,947,863","5,903,730"
Gas,0,0
Gas,"36,078","6,787"
Other,"2,619,763","265,051"
Other,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"28,833,479","2,907,037"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Gas,386,13
Gas,0,0
Petroleum,"107,653","10,600"
Petroleum,"4,076,536","379,284"
Petroleum,"10,283,681","897,347"
Petroleum,"407,487","34,406"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,"-2,669"
Petroleum,"8,258,228","690,082"
Petroleum,"2,235,683","195,702"
Petroleum,"113,199","9,546"
Petroleum,"55,692","4,976"
Petroleum,"5,850",302
Petroleum,"417,242","41,799"
Petroleum,"2,252",209
Petroleum,806,-238
Petroleum,0,0
Petroleum,"11,651,083","1,049,703"
Petroleum,"13,344,593","1,304,237"
Petroleum,"9,432,622","798,828"
Petroleum,"2,025",381
Petroleum,"34,916","7,044"
Petroleum,"162,193","27,162"
Petroleum,"611,407","46,965"
Petroleum,0,0
Petroleum,0,0
Petroleum,"205,225","21,395"
Petroleum,498,37
Petroleum,"103,686","20,320"
Coal,0,0
Coal,0,0
Solar,"62,230","6,296"
Solar,"38,834","3,929"
Coal,0,0
Other,"8,111","1,636"
Other,0,0
Other,"697,900","26,291"
Other,"4,964,544","502,281"
Other,"3,752,037","379,607"
Other,0,0
Other,"1,480,639","149,802"
Petroleum,"8,258",798
Petroleum,"9,305","1,751"
Petroleum,"17,224","1,031"
Biomass,"14,440","3,068"
Biomass,"2,044,773","366,625"
Biomass,"593,877","106,481"
Biomass,"1,703,326","330,664"
Biomass,"385,081","74,755"
Biomass,"2,548,604","378,205"
Biomass,"351,088","52,100"
Biomass,"174,385","27,958"
Biomass,0,0
Biomass,"1,036,157","215,534"
Biomass,"1,398,918","238,307"
Biomass,"493,364","84,045"
Biomass,"395,601","32,087"
Biomass,0,0
Biomass,0,0
Biomass,"2,673,697","503,401"
Biomass,"17,483","3,323"
Biomass,"231,301","44,255"
Biomass,"2,475,573","470,493"
Coal,"210,066,694","21,528,807"
Coal,"36,662,766","3,402,006"
Coal,"64,211,797","6,424,339"
Coal,"21,971,737","2,066,954"
Coal,"247,616","22,179"
Coal,"46,459,000","4,304,454"
Coal,"10,437,239","923,977"
Coal,"71,084,374","7,225,960"
Coal,0,"-6,363"
Coal,0,0
Coal,"305,677","64,949"
Coal,"1,158,040","171,850"
Coal,0,0
Coal,"514,959","82,560"
Coal,"863,242","179,566"
Coal,"266,295","45,364"
Coal,0,0
Coal,"619,577","117,011"
Petroleum,582,24
Petroleum,"93,010","9,474"
Petroleum,"138,487","12,843"
Petroleum,"88,400","8,688"
Petroleum,"1,426",-34
Petroleum,"21,031","1,975"
Petroleum,"133,592","7,622"
Petroleum,384,25
Petroleum,"5,462",-971
Petroleum,"11,813",230
Petroleum,"3,618","-1,322"
Petroleum,"57,698","5,346"
Petroleum,76,-1
Petroleum,"5,853",-237
Petroleum,"67,664","6,815"
Petroleum,"157,885","10,096"
Petroleum,"1,402","-7,657"
Petroleum,"70,851","6,923"
Petroleum,"72,062","1,271"
Petroleum,587,-52
Petroleum,"48,107","3,936"
Petroleum,0,0
Petroleum,"18,537",888
Petroleum,26,5
Petroleum,"5,736","1,219"
Petroleum,0,0
Petroleum,"71,398","13,860"
Petroleum,"9,910","1,470"
Petroleum,0,0
Petroleum,"1,931",310
Petroleum,"16,124","3,354"
Petroleum,"20,911","3,562"
Petroleum,"25,588","1,470"
Petroleum,0,"1,092"
Petroleum,"29,807","3,271"
Petroleum,0,0
Petroleum,215,0
Petroleum,0,0
Petroleum,0,31
Petroleum,582,54
Petroleum,"39,503","2,902"
Petroleum,"2,340",113
Petroleum,"19,894","2,057"
Petroleum,"5,627",589
Petroleum,127,29
Petroleum,"28,896","5,523"
Hydro,"2,967,511","300,234"
Hydro,"1,321,886","133,740"
Hydro,"1,498,752","151,634"
Hydro,"4,767,280","482,323"
Hydro,"11,643","-1,528"
Hydro,0,"28,697"
Hydro,"5,546,832","561,193"
Hydro,0,"478,264"
Hydro,"2,836,757","287,005"
Hydro,0,"205,417"
Hydro,0,"-440,390"
Hydro,"10,959,934","1,108,856"
Hydro,"45,206","4,574"
Hydro,"271,627","27,482"
Gas,537,-48
Gas,"40,250","3,776"
Gas,"2,380,770","220,391"
Gas,"1,399",17
Gas,"830,970","73,123"
Gas,"590,213","34,877"
Gas,"2,342,132","191,107"
Gas,"64,158","5,482"
Gas,"1,360,349","133,194"
Gas,"281,049","22,439"
Gas,"693,561","53,669"
Gas,"9,963","716,151"
Gas,"16,046,352","1,490,488"
Gas,"259,280","417,404"
Gas,"7,647,439","679,196"
Gas,"179,174","31,757"
Gas,"15,512","3,296"
Gas,"60,189","10,792"
Gas,"175,879","34,143"
Gas,"96,698","14,350"
Gas,0,0
Gas,"72,842","8,820"
Gas,"18,516","2,968"
Gas,"291,053","60,543"
Gas,"178,537","30,414"
Gas,"915,956","71,822"
Gas,0,"5,596"
Gas,"142,499","15,349"
Gas,"22,448","1,979"
Gas,"981,079","95,577"
Gas,"44,396","3,824"
Gas,"115,609","9,013"
Gas,"142,345","13,159"
Gas,"1,012,413","106,647"
Gas,"530,922","46,969"
Gas,"1,541,085","888,350"
Gas,"15,101,585","1,307,664"
Gas,0,"865,877"
Gas,"17,297,952","1,565,537"
Gas,"178,201","13,847"
Gas,"1,261,572","1,416,083"
Gas,"25,930,667","2,434,418"
Gas,"3,099,268","2,688,722"
Gas,"46,366,611","4,400,501"
Gas,"475,857","39,587"
Gas,"3,629",265
Gas,"245,908","29,952"
Gas,0,0
Gas,"1,254",180
Gas,"13,298","1,533"
Gas,"209,781","40,224"
Nuclear,"95,807,859","9,134,998"
Nuclear,"106,462,913","10,150,926"
Nuclear,"75,408,848","7,190,012"
Nuclear,"54,731,774","5,206,643"
Other,0,0
Other,0,0
Petroleum,"2,268,773","482,060"
Petroleum,"25,888",137
Petroleum,0,0
Petroleum,"69,917","12,536"
Petroleum,"39,637","7,694"
Petroleum,"8,004","1,188"
Petroleum,"130,768","27,201"
Petroleum,"13,905","2,369"
Petroleum,0,0
Petroleum,"26,931","4,982"
Coal,"235,544,670","22,971,057"
Other,"140,521","22,529"
Other,"19,604","4,119"
Petroleum,202,38
Biomass,"2,996,526","180,067"
Biomass,"44,335","3,277"
Biomass,"1,037,851","106,873"
Biomass,"24,511","4,456"
Coal,"13,518,227","1,439,686"
Coal,"791,282","81,483"
Petroleum,0,0
Petroleum,"398,955","16,475"
Petroleum,"356,969","23,044"
Petroleum,"61,196","3,309"
Petroleum,"1,612,035","175,077"
Petroleum,0,"138,695"
Petroleum,"5,290,248","457,740"
Petroleum,"2,216,699","218,595"
Petroleum,0,0
Petroleum,"24,629","1,484"
Petroleum,"2,439",261
Petroleum,"3,287",738
Petroleum,0,0
Petroleum,"306,185","20,919"
Petroleum,0,0
Petroleum,0,0
Petroleum,"1,124,992","78,067"
Petroleum,"857,973","86,410"
Petroleum,0,0
Petroleum,0,0
Petroleum,"6,033",548
Petroleum,"17,372","1,789"
Petroleum,"153,883","29,523"
Petroleum,165,13
Petroleum,0,0
Geothermal,"3,522,261","167,591"
Hydro,"303,765","30,733"
Hydro,"166,605","16,856"
Hydro,"100,855","10,204"
Hydro,"280,631","28,392"
Hydro,"65,922","6,669"
Petroleum,0,0
Petroleum,0,0
Petroleum,"143,043","32,916"
Other,"2,354,386","141,480"
Gas,"227,065","40,378"
Other,"30,641","3,192"
Petroleum,"1,984,968","155,109"
Petroleum,"29,908,044","2,920,002"
Petroleum,"14,885,090","1,373,141"
Petroleum,0,0
Petroleum,0,"333,903"
Petroleum,"6,591,480","1,146,267"
Petroleum,"7,401,307","529,988"
Petroleum,0,0
Petroleum,"254,760","58,624"
Solar,243,25
Coal,0,0
Other,"201,731","21,612"
Wind,841,85
Wind,"1,083,881","109,660"
Wind,"1,022,789","103,479"
Petroleum,"20,850",900
Petroleum,0,0
Petroleum,"198,776","20,183"
Petroleum,"1,557,329","153,868"
Petroleum,0,0
Petroleum,"3,386,589","307,466"
Petroleum,"36,567","3,765"
Biomass,0,-507
Biomass,"175,244","21,984"
Biomass,"3,270",250
Biomass,"432,335","37,692"
Biomass,"44,839","1,161"
Biomass,"1,112,770","94,576"
Biomass,"55,343","11,545"
Biomass,"43,882","8,558"
Coal,"125,439","10,379"
Coal,0,-507
Coal,0,0
Coal,"62,549","3,747"
Coal,"1,490,647","188,960"
Coal,"81,475","13,274"
Coal,"5,650,345","457,395"
Coal,"838,447","127,537"
Coal,"147,684","19,388"
Petroleum,216,18
Petroleum,"32,682","2,745"
Petroleum,"192,368","13,269"
Petroleum,0,-507
Petroleum,0,0
Petroleum,"235,312","23,223"
Petroleum,0,0
Petroleum,0,0
Petroleum,"2,831",-552
Petroleum,203,-197
Petroleum,"1,606",-409
Petroleum,853,-478
Petroleum,"6,834",424
Petroleum,"1,668",132
Petroleum,0,0
Petroleum,0,0
Petroleum,"72,069","6,408"
Petroleum,"11,710",535
Petroleum,617,59
Petroleum,131,-164
Petroleum,"22,853",496
Petroleum,"61,245","5,680"
Petroleum,172,-146
Petroleum,0,54
Petroleum,911,83
Petroleum,132,22
Petroleum,0,0
Petroleum,"10,779",719
Petroleum,0,0
Petroleum,6,0
Petroleum,"18,761","1,687"
Petroleum,"60,160","5,651"
Petroleum,"23,359","2,138"
Petroleum,"27,176","1,806"
Petroleum,546,65
Petroleum,282,187
Hydro,"7,253,667","733,880"
Hydro,"34,175","3,458"
Petroleum,"4,083",129
Gas,"46,980",714
Gas,"257,952","4,742"
Gas,"397,483","31,118"
Gas,"82,683","8,309"
Gas,"296,370","28,551"
Gas,"3,191",190
Gas,"18,872","1,725"
Gas,0,-144
Gas,"44,501","3,119"
Gas,"20,476","1,363"
Gas,374,-281
Gas,"610,447","30,408"
Gas,"124,579","11,778"
Gas,"110,292","6,417"
Gas,0,"119,181"
Gas,"2,671,699","219,195"
Gas,"127,241","4,299"
Gas,0,"224,857"
Gas,"4,153,978","360,030"
Gas,"4,160",538
Gas,155,19
Gas,0,0
Gas,"36,418","3,352"
Gas,"422,212","35,335"
Gas,"53,866","5,328"
Gas,"577,336","36,533"
Gas,917,164
Gas,"1,108",190
Gas,"18,136","3,537"
Gas,0,0
Nuclear,"49,072,629","4,678,931"
Other,0,0
Other,0,0
Petroleum,"294,224","24,546"
Petroleum,"32,015","5,235"
Coal,0,0
Coal,"14,614,493","1,262,821"
Coal,"8,790,685","751,468"
Coal,"995,849","41,134"
Coal,"5,147,659","407,774"
Coal,"111,659,919","11,206,710"
Coal,"65,343,866","6,305,128"
Coal,"12,857,235","1,202,881"
Coal,"14,486,781","1,018,383"
Coal,0,-293
Coal,"42,011,997","3,753,352"
Coal,"49,520,903","4,716,958"
Coal,"42,023,637","3,974,458"
Coal,"3,101,007","390,925"
Coal,"19,129,443","1,511,094"
Coal,"689,433","128,877"
Other,818,40
Wind,"2,350,187","237,777"
Wind,"1,564,490","158,285"
Wind,"1,708,676","172,873"
Wind,"2,204,023","222,989"
Wind,"4,420,618","447,250"
Wind,"4,874,403","493,161"
Wind,"404,443","40,919"
Wind,"3,187,632","322,504"
Wind,"1,966,768","198,985"
Wind,"823,731","83,340"
Wind,"6,848,763","692,914"
Wind,"2,314,532","234,170"
Wind,"2,140,688","216,581"
Wind,"1,930,295","195,295"
Wind,"7,858,275","795,050"
Wind,"4,074,065","412,188"
Wind,"4,329,715","438,053"
Wind,"3,714,436","375,803"
Wind,"176,380","17,845"
Wind,"1,288,778","130,390"
Wind,"4,198,209","424,748"
Wind,"3,384,391","342,411"
Wind,"3,170,373","320,758"
Wind,"239,628","24,244"
Wind,"53,575","5,420"
Wind,"3,236,396","327,438"
Biomass,"596,783","38,617"
Biomass,"3,690,591","303,636"
Biomass,"1,199,548","98,700"
Biomass,"371,780","36,996"
Coal,"133,266","36,155"
Petroleum,0,0
Petroleum,"1,549",124
Geothermal,"2,250,476","107,079"
Hydro,"23,789,078","2,406,827"
Hydro,"10,481,280","1,060,429"
Hydro,"18,238,491","1,845,254"
Hydro,"3,180,564","321,789"
Hydro,"34,455,664","3,486,003"
Hydro,"3,817,280","386,208"
Gas,"576,208","47,402"
Gas,"191,591","426,935"
Gas,"8,126,608","764,100"
Gas,"1,065,673","98,711"
Gas,"1,760,133","157,649"
Gas,"346,205","53,148"
Gas,"9,477","1,929"
Other,0,0
Petroleum,0,0
Coal,"180,928","36,839"
Wind,"2,243,944","227,028"
Biomass,"3,649",461
Biomass,"8,753","2,106"
Biomass,"1,174,078","110,910"
Biomass,"2,804,183","180,499"
Biomass,"5,231,666","458,579"
Biomass,766,132
Biomass,492,114
Coal,0,0
Coal,"1,779,476","164,352"
Coal,"216,720","11,600"
Coal,0,0
Coal,"21,847,753","1,825,132"
Coal,"9,953,493","853,087"
Coal,"8,768,806","818,337"
Coal,0,0
Coal,"4,699,137","592,168"
Coal,"265,399","50,427"
Coal,"4,600,279","368,882"
Coal,0,0
Coal,"361,811","58,429"
Coal,"3,827,425","670,400"
Petroleum,"51,392","4,972"
Petroleum,"284,007","25,882"
Petroleum,"27,294",20
Petroleum,"6,431",360
Petroleum,0,0
Petroleum,"333,675","31,404"
Petroleum,"7,434",389
Petroleum,0,0
Petroleum,"119,762","11,777"
Petroleum,"55,406","4,662"
Petroleum,0,0
Petroleum,"56,109","4,772"
Petroleum,"23,190","2,379"
Petroleum,"28,633","2,444"
Petroleum,"139,822","9,230"
Petroleum,"68,628","6,749"
Petroleum,182,18
Petroleum,602,114
Petroleum,"14,995",-561
Petroleum,0,0
Petroleum,0,-839
Petroleum,238,20
Petroleum,"2,396",234
Petroleum,"44,765","4,316"
Petroleum,"10,385",814
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"12,213","1,050"
Petroleum,0,0
Petroleum,704,164
Petroleum,114,6
Petroleum,0,0
Petroleum,0,0
Hydro,"249,126","25,205"
Hydro,"500,466","50,634"
Hydro,"682,783","69,080"
Hydro,"161,710","16,361"
Petroleum,581,52
Petroleum,0,0
Petroleum,0,0
Gas,"244,853","22,759"
Gas,0,"-2,930"
Gas,"690,037","80,093"
Gas,848,-202
Gas,"148,868","14,117"
Gas,"44,754","4,138"
Gas,"63,449","6,016"
Gas,"55,343","5,118"
Gas,"167,436","15,611"
Gas,"78,716","7,686"
Gas,224,21
Gas,"2,272",193
Gas,"36,716","3,536"
Gas,"10,654","1,026"
Gas,"403,966","36,596"
Gas,"67,806","5,711"
Gas,"87,779","6,589"
Gas,0,0
Gas,722,"-1,831"
Gas,"8,798","1,107"
Gas,"1,265,936","125,317"
Gas,"3,937",402
Gas,"1,880,130","189,556"
Gas,"181,787","34,541"
Gas,"293,504","23,628"
Gas,"43,241","628,586"
Gas,"14,186,396","1,188,695"
Gas,0,"44,155"
Gas,"984,162","85,698"
Gas,"1,724,148","157,342"
Gas,0,0
Gas,"94,788","6,378"
Gas,"742,049","63,816"
Gas,"14,347",-471
Gas,"5,911","1,026"
Gas,"2,798,218","472,071"
Gas,"35,281","2,712"
Gas,"213,674","16,496"
Gas,"9,989","1,027"
Gas,"123,447","11,837"
Gas,"449,870","37,214"
Gas,"465,856","35,321"
Gas,"158,544","15,074"
Gas,"46,037","3,516"
Gas,"194,024","17,391"
Gas,"65,084","72,643"
Gas,"1,644,393","128,592"
Gas,"1,309,636","112,226"
Gas,"45,995",281
Gas,"144,741","9,822"
Gas,"491,922","36,087"
Gas,"664,632","63,429"
Gas,"156,634","12,933"
Gas,"37,100","3,616"
Gas,"186,317","23,356"
Gas,0,0
Gas,0,0
Gas,"1,136,359","121,195"
Gas,0,0
Gas,0,0
Gas,0,0
Gas,"2,399",858
Gas,395,64
Gas,"16,791","4,892"
Gas,"2,299","1,050"
Gas,"83,868","13,546"
Gas,"77,898","18,469"
Gas,"12,086","2,812"
Gas,"56,813","13,293"
Gas,"1,254,812","260,429"
Gas,"11,946","4,771"
Gas,"310,749","62,893"
Nuclear,"93,216,441","8,887,914"
Nuclear,"72,394,720","6,902,624"
Nuclear,"77,241,907","7,364,789"
Nuclear,"65,348,452","6,230,783"
Nuclear,"72,465,516","6,909,374"
Nuclear,"103,057,730","9,826,252"
Nuclear,"98,605,292","9,401,725"
Nuclear,"100,783,229","9,609,385"
Nuclear,"106,022,017","10,108,888"
Nuclear,"101,741,068","9,700,712"
Nuclear,"95,525,084","9,108,036"
Gas,0,32
Gas,"72,626","12,187"
Gas,0,0
Gas,"101,182","17,583"
Gas,"10,706",707
Other,0,0
Other,0,0
Other,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"7,926",452
Petroleum,0,0
Petroleum,0,0
Coal,0,0
Coal,"65,191,268","6,170,034"
Coal,"50,444,877","4,887,741"
Coal,"43,835,053","4,027,990"
Coal,"5,640,095","511,068"
Coal,"26,340,493","2,513,846"
Coal,"13,965,746","1,306,539"
Coal,"72,352,689","6,843,562"
Coal,"99,989,792","9,329,690"
Coal,"44,175,448","4,155,872"
Coal,"53,645,406","5,079,991"
Coal,"17,218,387","1,653,572"
Coal,"71,785,236","6,892,623"
Coal,"126,146,152","12,393,684"
Coal,"23,846,410","2,018,405"
Coal,"22,178,524","2,139,548"
Coal,"35,401,004","3,431,698"
Coal,0,0
Coal,"11,632,505","1,096,755"
Coal,"81,477,563","7,976,947"
Coal,0,0
Coal,"4,609,099","581,392"
Coal,"18,778,239","1,655,577"
Other,0,0
Other,"80,285","10,138"
Other,"670,068","54,155"
Coal,"10,132,270","869,663"
Wind,"753,111","76,195"
Wind,"1,490,428","150,792"
Wind,"5,639,525","570,571"
Wind,"5,731,267","579,853"
Wind,"1,820,752","184,212"
Wind,"1,326,088","134,165"
Wind,"1,044,322","105,658"
Wind,"2,716,517","274,840"
Wind,"545,419","55,182"
Wind,"38,079","3,853"
Wind,"6,185,724","625,832"
Gas,"2,633,535","286,061"
Gas,"153,043","30,758"
Gas,"3,992,473","501,499"
Gas,0,0
Gas,"3,600,941","307,776"
Biomass,"3,021,811","221,245"
Biomass,"104,732","22,997"
Biomass,"257,782","19,186"
Coal,"22,965,706","2,227,321"
Coal,"15,112,995","1,422,862"
Coal,"40,239,236","3,822,164"
Coal,"11,746,488","1,022,133"
Coal,"116,030,127","11,020,005"
Coal,"27,143,865","2,370,043"
Coal,"3,145,885","300,600"
Coal,"53,077,025","5,187,509"
Coal,"771,168","41,807"
Coal,"20,534,968","1,818,721"
Coal,"34,964,576","3,340,995"
Coal,"16,745,493","1,501,387"
Coal,"16,461,644","1,581,228"
